type,price,size,order_value,portfolio_value,commission,pnl
buy,3.0,33101,99303.0,97749.13200000001,595.818,0.0
buy,2.95,34,100.30000000000001,97748.5302,0.6018000000000001,0.0
sell,4.05,-33135,99403.3,133391.84970000002,805.1804999999999,34793.44999999999
buy,4.0,33115,132460.0,135908.5897,794.76,0.0
buy,4.05,33,133.65,134252.03780000002,0.8019000000000001,0.0
sell,4.7,-33148,132593.65,154863.46420000005,934.7736000000001,23201.950000000004
buy,4.8,32038,153782.4,153940.76980000004,922.6944,0.0
buy,4.8,32,153.6,163560.84820000007,0.9216,0.0
sell,5.1,-32070,153936.0,162579.50620000006,981.342,9620.999999999995
buy,5.1,31656,161445.59999999998,158445.23260000008,968.6736,0.0
buy,5.0,32,160.0,158444.27260000008,0.96,0.0
sell,5.4,-31688,161605.59999999998,170092.7814000001,1026.6912000000002,9509.600000000022
buy,5.3,31869,168905.69999999998,165892.44720000014,1013.4341999999999,0.0
buy,5.2,33,171.6,162701.2176000001,1.0296,0.0
sell,5.9,-31902,169077.3,187093.48680000013,1129.3308000000002,19144.500000000022
buy,5.8,32033,185791.4,182775.43840000013,1114.7484,0.0
buy,5.7,32,182.4,179567.84400000013,1.0944,0.0
sell,6.5,-32065,185973.8,207175.80900000012,1250.535,22448.700000000015
buy,6.3,32656,205732.8,215738.21220000013,1234.3968,0.0
sell,6.6,-32656,205732.8,214445.03460000013,1293.1776,9796.799999999994
buy,6.5,32762,212953.0,216443.51660000012,1277.718,0.0
sell,6.9,-32762,212953.0,224915.76980000015,1356.3468,13104.800000000012
buy,7.2,31020,223344.0,220473.70580000014,1340.064,0.0
buy,7.1,32,227.2,226682.74260000017,1.3632,0.0
sell,7.3,-31052,223571.2,225322.66500000018,1360.0776,3108.3999999999924
buy,7.1,31514,223749.4,227131.5686000002,1342.4964,0.0
buy,7.4,30,222.0,227124.2366000002,1.332,0.0
buy,7.2,1,7.2,230278.6934000002,0.0432,0.0
sell,7.9,-31545,223978.6,247710.4604000002,1495.2330000000002,25226.900000000005
buy,7.9,31137,245982.30000000002,243120.86660000018,1475.8938,0.0
buy,7.8,32,249.6,243119.36900000015,1.4976,0.0
sell,8.1,-31169,246231.90000000002,250955.25560000012,1514.8134,6236.999999999956
buy,8.1,30766,249204.59999999998,246383.42800000013,1495.2276,0.0
buy,8.0,31,248.0,255621.04000000018,1.488,0.0
sell,8.3,-30797,249452.59999999998,254087.34940000015,1533.6906000000001,6162.500000000032
buy,8.4,30038,252319.2,261584.83420000013,1513.9152000000001,0.0
sell,8.7,-30038,252319.2,260016.85060000012,1567.9836,9011.399999999969
buy,8.4,30739,258207.6,264615.4050000001,1549.2456,0.0
buy,8.4,30,252.0,252312.2930000001,1.512,0.0
sell,7.3,-30769,258459.6,223272.51080000008,1347.6822,-33845.900000000016
buy,7.3,30372,221715.6,224979.41720000008,1330.2936,0.0
sell,7.7,-30372,221715.6,232687.83080000008,1403.1864,12148.80000000001
buy,7.6,30403,231062.8,237382.0540000001,1386.3768,0.0
sell,7.8,-30403,231062.8,235959.1936000001,1422.8604,6080.600000000006
buy,7.6,30831,234315.59999999998,228387.10000000012,1405.8935999999999,0.0
buy,7.4,31,229.4,231471.9236000001,1.3764,0.0
sell,7.8,-30862,234544.99999999997,239286.1820000001,1444.3416,6178.600000000026
buy,7.7,30859,237614.30000000002,234774.59620000006,1425.6858,0.0
buy,7.6,32,243.2,234773.13700000005,1.4592,0.0
sell,7.5,-30891,237857.50000000003,230293.94200000007,1390.095,-6175.000000000035
buy,7.5,30492,228690.0,228921.80200000005,1372.1399999999999,0.0
sell,8.1,-30492,228690.0,245735.09080000003,1481.9112,18295.19999999999
buy,8.1,30126,244020.59999999998,238245.7672000001,1464.1236,0.0
buy,7.9,31,244.9,229197.19780000002,1.4694,0.0
sell,7.4,-30157,244265.49999999997,221826.82700000008,1338.9708,-21103.699999999953
buy,7.2,30594,220276.80000000002,226623.96620000005,1321.6607999999999,0.0
buy,7.7,29,223.3,238863.12640000007,1.3398,0.0
sell,8.7,-30623,220500.1,264825.30580000003,1598.5205999999998,45919.99999999996
buy,9.699999999999998,27111,262976.69999999995,257825.24560000005,1577.8601999999998,0.0
buy,9.5,28,266.0,252395.8496000001,1.596,0.0
sell,9.900000000000002,-27139,263242.69999999995,267067.193,1612.0566000000001,5433.400000000039
buy,9.5,27916,265202.0,262684.38100000005,1591.212,0.0
buy,9.4,28,263.2,262682.8018000001,1.5792000000000002,0.0
buy,9.1,1,9.1,257094.0472,0.054599999999999996,0.0
sell,9.6,-27945,265474.3,266662.4152,1609.632,2797.6999999999807
buy,9.5,27874,264803.0,262286.1972,1588.818,0.0
buy,9.5,28,266.0,265072.0012,1.596,0.0
sell,9.5,-27902,265069.0,263481.5872,1590.414,0.0
buy,9.9,26429,261647.1,277769.1046,1569.8826000000001,0.0
sell,10.5,-26429,261647.1,276104.0776,1665.027,15857.39999999999
buy,10.25,26749,274177.25,274459.01410000003,1645.0635,0.0
sell,11.5,-26749,274177.25,306049.58310000005,1845.681,33436.25
buy,11.5,26427,303910.5,304226.12010000006,1823.4630000000002,0.0
sell,11.75,-26427,303910.5,308969.76660000003,1863.1035000000002,6606.75
buy,12.0,25568,306816.0,307128.8706,1840.8960000000002,0.0
buy,11.75,26,305.5,287938.03760000004,1.833,0.0
sell,11.75,-25594,307121.5,298930.66060000006,1804.377,-6392.000000000016
buy,11.25,26386,296842.5,283956.60560000007,1781.055,0.0
buy,10.75,28,301.0,297161.7996000001,1.806,0.0
