strat_id,strat_name,dt,type,price,size,order_value,portfolio_value,commission,pnl
0,rsi_period14_rsi_upper70_rsi_lower30,2006-10-26,buy,1.8199999999999998,54562,99302.84,149055.60296000002,595.81704,0.0
0,rsi_period14_rsi_upper70_rsi_lower30,2007-10-11,sell,4.73,-54562,99302.84,256631.13340000002,1548.4695600000002,158775.42
0,rsi_period14_rsi_upper70_rsi_lower30,2011-09-20,buy,4.01,63552,254843.52,255737.59228,1529.06112,0.0
0,rsi_period14_rsi_upper70_rsi_lower30,2011-10-03,buy,4.02,63,253.25999999999996,209933.27272000004,1.5195599999999998,0.0
0,rsi_period14_rsi_upper70_rsi_lower30,2011-10-12,buy,3.3,1,3.3,264006.85292000003,0.019799999999999998,0.0
0,rsi_period14_rsi_upper70_rsi_lower30,2012-06-19,sell,4.2,-63616,255100.07999999993,265584.52972000005,1603.1232000000002,12087.120000000072
0,rsi_period14_rsi_upper70_rsi_lower30,2013-06-25,buy,19.2,13736,263731.2,259881.34252000003,1582.3872,0.0
0,rsi_period14_rsi_upper70_rsi_lower30,2013-06-26,buy,18.9,14,264.59999999999997,280504.75492000004,1.5876,0.0
0,rsi_period14_rsi_upper70_rsi_lower30,2014-01-17,sell,16.78,-13750,263995.8,229345.40492000003,1384.3500000000001,-33270.799999999974
0,rsi_period14_rsi_upper70_rsi_lower30,2014-05-20,buy,15.32,14866,227747.12,218464.68220000004,1366.48272,0.0
0,rsi_period14_rsi_upper70_rsi_lower30,2014-05-21,buy,14.68,15,220.2,214296.68100000007,1.3212,0.0
0,rsi_period14_rsi_upper70_rsi_lower30,2014-07-22,sell,16.7,-14881,227967.32,247031.90480000002,1491.0762,20545.379999999986
0,rsi_period14_rsi_upper70_rsi_lower30,2014-10-29,buy,14.58,16825,245308.5,239166.55380000002,1471.851,0.0
0,rsi_period14_rsi_upper70_rsi_lower30,2014-10-30,buy,14.2,17,241.39999999999998,240512.4654,1.4484000000000001,0.0
0,rsi_period14_rsi_upper70_rsi_lower30,2015-02-05,sell,15.36,-16842,245549.9,257149.66667999997,1552.1587200000001,13143.219999999985
0,rsi_period14_rsi_upper70_rsi_lower30,2015-05-27,buy,13.72,18612,255356.64,254873.04683999997,1532.13984,0.0
0,rsi_period14_rsi_upper70_rsi_lower30,2015-05-28,buy,13.68,18,246.24,254126.36939999997,1.4774399999999999,0.0
0,rsi_period14_rsi_upper70_rsi_lower30,2015-07-09,buy,12.64,1,12.64,238477.25355999998,0.07584,0.0
0,rsi_period14_rsi_upper70_rsi_lower30,2015-07-28,sell,15.26,-18631,255615.52000000005,282603.65919999994,1705.85436,28693.53999999996
0,rsi_period14_rsi_upper70_rsi_lower30,2015-08-25,buy,12.7,22097,280631.89999999997,274290.7678,1683.7913999999998,0.0
0,rsi_period14_rsi_upper70_rsi_lower30,2015-08-26,buy,12.4,23,285.2,280040.25659999996,1.7112000000000003,0.0
0,rsi_period14_rsi_upper70_rsi_lower30,2015-11-12,sell,13.88,-22120,280917.1,305184.50299999997,1842.1536,26108.500000000036
0,rsi_period14_rsi_upper70_rsi_lower30,2016-05-04,buy,14.740000000000002,20560,303054.4,298431.7765999999,1818.3264,0.0
0,rsi_period14_rsi_upper70_rsi_lower30,2016-05-05,buy,14.5,21,304.5,296371.84959999996,1.827,0.0
0,rsi_period14_rsi_upper70_rsi_lower30,2016-06-07,sell,15.9,-20581,303358.9,325279.9221999999,1963.4274,23878.999999999967
0,rsi_period14_rsi_upper70_rsi_lower30,2016-10-03,buy,15.300000000000002,21112,323013.60000000003,323341.84059999994,1938.0816,0.0
0,rsi_period14_rsi_upper70_rsi_lower30,2016-10-04,buy,15.3,21,321.3,312773.4127999999,1.9278000000000002,0.0
0,rsi_period14_rsi_upper70_rsi_lower30,2017-02-15,sell,14.6,-21133,323334.9,306695.56199999986,1851.2508,-14793.100000000022
0,rsi_period14_rsi_upper70_rsi_lower30,2017-06-21,buy,14.939999999999998,20385,304551.89999999997,304052.8505999999,1827.3114,0.0
0,rsi_period14_rsi_upper70_rsi_lower30,2017-06-22,buy,14.900000000000002,21,312.90000000000003,299969.7731999999,1.8774,0.0
0,rsi_period14_rsi_upper70_rsi_lower30,2017-07-17,sell,17.88,-20406,304864.8,362671.6975199998,2189.15568,59994.47999999998
0,rsi_period14_rsi_upper70_rsi_lower30,2018-03-21,buy,19.3,18660,360138.0,348941.6695199998,2160.8280000000004,0.0
0,rsi_period14_rsi_upper70_rsi_lower30,2018-03-22,buy,18.68,19,354.92,348192.37999999983,2.12952,0.0
0,rsi_period14_rsi_upper70_rsi_lower30,2018-05-07,sell,21.9,-18679,360492.92,406631.4993999998,2454.4206,48577.17999999998
0,rsi_period14_rsi_upper70_rsi_lower30,2018-07-20,buy,17.0,23753,403801.0,404208.6933999998,2422.806,0.0
0,rsi_period14_rsi_upper70_rsi_lower30,2018-07-23,buy,17.0,23,391.0,402304.26739999984,2.346,0.0
0,rsi_period14_rsi_upper70_rsi_lower30,2018-10-09,buy,13.9,1,13.9,322416.48399999976,0.0834,0.0
0,rsi_period14_rsi_upper70_rsi_lower30,2018-11-20,sell,16.28,-23777,404205.9,384767.3866399998,2322.5373600000003,-17116.339999999993
0,rsi_period14_rsi_upper70_rsi_lower30,2019-01-22,buy,14.78,25851,382077.77999999997,378338.7599599998,2292.46668,0.0
0,rsi_period14_rsi_upper70_rsi_lower30,2019-01-23,buy,14.620000000000001,26,380.12,388169.73923999985,2.28072,0.0
0,rsi_period14_rsi_upper70_rsi_lower30,2019-08-01,buy,14.1,1,14.1,365397.9146399998,0.0846,0.0
0,rsi_period14_rsi_upper70_rsi_lower30,2020-06-05,sell,8.7,-25878,382471.99999999994,223788.3230399998,1350.8316,-157333.39999999997
0,rsi_period14_rsi_upper70_rsi_lower30,2020-07-24,buy,7.41,29990,222225.9,223054.7676399998,1333.3554,0.0
0,rsi_period14_rsi_upper70_rsi_lower30,2020-07-27,buy,7.429999999999999,30,222.89999999999998,223353.63023999982,1.3374,0.0
0,rsi_period14_rsi_upper70_rsi_lower30,2020-10-15,sell,9.9,-30020,222448.8,295419.6422399998,1783.188,74749.20000000001
0,rsi_period14_rsi_upper70_rsi_lower30,2021-07-12,buy,12.28,23889,293356.92,291748.3807199998,1760.14152,0.0
0,rsi_period14_rsi_upper70_rsi_lower30,2021-07-13,buy,12.199999999999998,24,292.79999999999995,273572.74391999975,1.7568000000000001,0.0
0,rsi_period14_rsi_upper70_rsi_lower30,2022-07-29,sell,8.94,-23913,293649.72,212507.5505999998,1282.69332,-79867.49999999997
0,rsi_period14_rsi_upper70_rsi_lower30,2022-09-29,buy,8.23,25641,211025.43000000002,214318.31801999977,1266.1525800000002,0.0
0,rsi_period14_rsi_upper70_rsi_lower30,2022-10-11,buy,7.809999999999999,27,210.86999999999998,203294.3927999998,1.26522,0.0
0,rsi_period14_rsi_upper70_rsi_lower30,2022-11-22,sell,9.4,-25668,211236.3,239835.3575999998,1447.6752000000001,30042.900000000012
0,rsi_period14_rsi_upper70_rsi_lower30,2023-05-29,buy,9.35,25472,238163.19999999998,241717.73839999983,1428.9792,0.0
0,rsi_period14_rsi_upper70_rsi_lower30,2023-10-31,buy,8.5,28,238.0,225678.75039999984,1.4280000000000002,0.0
0,rsi_period14_rsi_upper70_rsi_lower30,2024-01-29,sell,9.5,-25500,238401.19999999998,240800.25039999984,1453.5,3848.8000000000293
0,rsi_period14_rsi_upper70_rsi_lower30,2024-07-02,buy,9.61,24882,239116.02,239116.73427999983,1434.6961199999998,0.0
0,rsi_period14_rsi_upper70_rsi_lower30,2024-07-03,buy,9.6,25,240.0,239115.29427999983,1.44,0.0
0,rsi_period14_rsi_upper70_rsi_lower30,2024-10-17,sell,10.5,-24907,239356.01999999996,259962.45327999984,1569.141,22167.480000000032
