rtot,ravg,rnorm,rnorm100,len,drawdown,moneydown,maxdrawdown,maxdrawdownperiod,sharperatio,pnl,final_value,total,win_rate,won,lost,won_avg,won_avg_prcnt,lost_avg,lost_avg_prcnt,won_max_prcnt,lost_max_prcnt,ticker
-0.7499656686517848,-0.00014622064118771395,-0.036176990738464955,-3.6176990738464956,4145,69.27514302006962,106507.84793999992,71.07338114872421,4145,-0.4603105338307,-52761.72,47238.27700000007,48,0.5625,27,20,4638.962641481486,4.638962641481486,-8580.596715999998,-8.580596715999999,11.26720836,-52.258991759999994,AC
-0.8452347870605684,-0.00017190050580853536,-0.042394065471432325,-4.239406547143233,2059,66.9210126501782,86881.93687799993,70.94062054941399,2643,-0.40921498349090557,-57054.35,42945.65155399997,55,0.5636363636363636,31,23,6245.125706387096,6.245125706387096,-10373.204363652174,-10.373204363652173,17.779933067999995,-36.183662737999995,ACEN
0.3753259964663536,7.38539937950322e-05,0.018785474372222243,1.8785474372222242,1668,40.062763514916675,97285.07039999994,59.30332451825786,1668,-0.25103587235100516,45546.58,145546.58140000014,51,0.6862745098039216,35,15,7870.1110857142885,7.870111085714289,-14696.557786666664,-14.696557786666665,34.869416199999996,-46.03202140000001,AEV
-1.2067542563129012,-0.0002698466583883947,-0.06574079506718548,-6.574079506718548,4285,85.52615858805329,176778.09184,86.76075213454675,4292,-0.2012987665702684,-70083.33,29916.67237999999,46,0.5869565217391305,27,19,9427.536420000004,9.427536420000004,-17085.621629473688,-17.08562162947369,77.88289519999998,-71.64872400000002,AGI
0.04842657465020357,9.441718590408184e-06,0.002382145896430304,0.2382145896430304,1319,41.7877668951339,75347.05769999992,69.19808891250702,1895,-0.16782805979864693,4961.83,104961.8300400002,57,0.631578947368421,36,20,8137.990363333332,8.137990363333332,-12974.654112000004,-12.974654112000003,23.815372820000007,-50.591127700000015,ALI
0.6478004433551267,0.00012682076024963325,0.03247499906876802,3.2474999068768025,302,9.703939225683119,20540.708600000013,52.778798258860505,3325,-0.05348582102527986,91133.21,191133.21188,55,0.6909090909090909,38,16,8047.929111578949,8.04792911157895,-12761.211084999999,-12.761211085,19.604524799999993,-50.25575844,BDO
-0.5327614719006875,-0.0001552335291085919,-0.038363587494027886,-3.8363587494027884,3245,92.72177732153226,747792.39062,92.73795110022478,3245,0.05709133165444868,-41301.82,58698.17958000009,37,0.5405405405405406,20,16,34509.461058999994,34.509461058999996,-43227.72974249999,-43.227729742499996,233.524677,-329.23701059999996,BLOOM
0.3200553062394143,6.241328124793571e-05,0.01585248519168325,1.5852485191683248,1994,29.022436627656948,56313.30787999989,60.26772153372864,1994,-0.23901717014303955,37720.39,137720.39302,54,0.6296296296296297,34,19,7992.275922352939,7.992275922352938,-11646.050281052632,-11.646050281052633,23.93748634000002,-44.97072499999998,BPI
-0.07202209581482037,-1.4171998389378271e-05,-0.003564973931597015,-0.3564973931597015,4138,63.13717925641355,159374.12452,83.27912912970756,4139,-0.053076446320488246,-6948.97,93051.03351999998,52,0.7115384615384616,37,15,9788.582763783783,9.788582763783783,-24608.43524933333,-24.608435249333333,48.210726599999994,-167.9628562,DMC
-0.06620524909057127,-1.2910539994261168e-05,-0.0032481693252869037,-0.32481693252869037,2275,54.54189337439524,112296.51864000007,57.59757098378118,2275,-0.3103299511126168,-6406.13,93593.87439999993,55,0.6181818181818182,34,20,8298.932027647057,8.298932027647057,-14046.658727000005,-14.046658727000006,23.386293840000015,-57.49752339999999,GLO
-0.30074016748536647,-5.8910904502520365e-05,-0.014735896072505458,-1.4735896072505459,4386,60.16729923753551,111817.80649999999,78.66435401602179,4407,-0.18292662981151747,-25972.99,74027.00940000002,45,0.7333333333333333,33,11,5705.6370151515175,5.705637015151518,-19392.94579090909,-19.39294579090909,22.629455999999998,-78.9516885,ICT
1.4701257558001692,0.00028674190672911434,0.07493367338105217,7.493367338105217,2029,28.609293369774875,174314.27499999967,69.63282568900247,2029,0.1420031446986066,334978.21,434978.2117000007,54,0.7037037037037037,38,15,23521.22369210527,23.521223692105274,-37391.86724000001,-37.39186724000001,57.71890080000001,-156.58295799999996,JFC
-1.6403154424550255,-0.0003283914799709761,-0.07942301964079866,-7.942301964079866,4443,89.94729939806783,173510.36965999994,90.87730407407845,4450,-0.2642756191665445,-80608.11,19391.886240000054,49,0.6326530612244898,31,17,5530.797842580647,5.530797842580647,-14663.878051764705,-14.663878051764703,21.156103320000003,-118.84089672,JGS
-0.32062675186888145,-8.584384253517575e-05,-0.021400340740387644,-2.1400340740387644,3493,81.83082899113964,326840.15608000016,85.15968984166928,3493,-0.041658987167099926,-27430.59,72569.40643999988,38,0.47368421052631576,18,20,18665.469328888885,18.665469328888882,-18170.452074,-18.170452074,142.51630484000003,-64.25015398000002,LTG
-0.040107217950568104,-7.834971273797247e-06,-0.001972464890299333,-0.1972464890299333,4137,36.92089767055565,56230.04147999993,62.35787955383503,4137,-0.1968772056224141,-3931.36,96068.64308000007,57,0.543859649122807,31,25,7741.756398709676,7.741756398709676,-9633.658531199999,-9.633658531199998,19.652083460000004,-40.97642959999999,MBT
0.35583514708804975,6.96350581385616e-05,0.017702905980520107,1.7702905980520107,4105,11.08126853307462,17788.259719999856,63.34360356901924,4105,-0.20396025995731246,42737.22,142737.22224000015,56,0.6071428571428571,34,21,7239.614988235297,7.239614988235296,-9716.58273142857,-9.71658273142857,22.893964800000003,-39.841107700000016,MER
