strat_id,strat_name,dt,type,price,size,order_value,portfolio_value,commission,pnl
0,period20_devfactor2,2004-02-03,buy,5.0,19860,99300.0,100993.0,595.8,0.0
0,period20_devfactor2,2004-02-06,buy,4.92,21,103.32,96025.49008,0.61992,0.0
0,period20_devfactor2,2004-06-18,sell,4.58,-19881,99403.32,90508.9102,546.32988,-8348.340000000011
0,period20_devfactor2,2004-07-15,buy,4.42,20334,89876.28,89969.65252,539.25768,0.0
0,period20_devfactor2,2004-08-19,buy,4.33,21,90.93,91599.39694,0.5455800000000001,0.0
0,period20_devfactor2,2004-09-06,sell,4.75,-20355,89967.20999999999,96108.02944000001,580.1175,6719.040000000006
0,period20_devfactor2,2004-12-13,buy,5.58,17103,95434.74,94167.18100000001,572.6084400000001,0.0
0,period20_devfactor2,2004-12-14,buy,5.5,18,99.0,95536.26700000002,0.594,0.0
0,period20_devfactor2,2005-01-04,sell,6.25,-17121,95533.74,106365.29950000001,642.0375,11472.509999999991
0,period20_devfactor2,2005-03-21,buy,7.25,14569,105625.25,104566.028,633.7515,0.0
0,period20_devfactor2,2005-03-22,buy,7.17,14,100.38,98440.56572000001,0.60228,0.0
0,period20_devfactor2,2005-06-06,sell,7.08,-14583,105725.63,102633.46988000002,619.48584,-2477.990000000006
0,period20_devfactor2,2005-07-05,buy,5.75,17725,101918.75,105035.20738000002,611.5125,0.0
0,period20_devfactor2,2005-07-06,buy,5.92,17,100.64,103437.82354000001,0.60384,0.0
0,period20_devfactor2,2005-10-10,sell,7.17,-17742,102019.39,126448.84270000002,763.26084,25190.750000000007
0,period20_devfactor2,2006-11-24,buy,12.08,10394,125559.52,125695.48558000002,753.35712,0.0
0,period20_devfactor2,2006-11-27,buy,12.08,11,132.88,125694.68830000001,0.79728,0.0
0,period20_devfactor2,2007-01-04,sell,13.120000000000001,-10405,125692.4,135696.8067,819.0816,10821.199999999992
0,period20_devfactor2,2007-03-01,buy,12.71,10602,134751.42,143687.95817999996,808.5085200000001,0.0
0,period20_devfactor2,2007-03-06,buy,12.5,10,125.0,134889.64818,0.75,0.0
0,period20_devfactor2,2007-04-03,sell,13.960000000000003,-10612,134876.42,147265.78706,888.8611200000001,13267.099999999997
