strat_id,strat_name,dt,type,price,size,order_value,portfolio_value,commission,pnl
0,fast_period50_slow_period200,2011-02-09,buy,3.5,28372,99302.0,105078.588,595.812,0.0
0,fast_period50_slow_period200,2012-02-29,sell,4.1,-28372,99302.0,115729.43679999998,697.9512,17023.19999999999
0,fast_period50_slow_period200,2012-08-01,buy,5.1,22534,114923.4,172501.59639999998,689.5404,0.0
0,fast_period50_slow_period200,2013-10-22,sell,16.4,-22534,114923.4,367456.7508,2217.3456,254634.19999999998
0,fast_period50_slow_period200,2014-05-13,buy,18.5,19724,364894.0,368028.74679999996,2189.364,0.0
0,fast_period50_slow_period200,2014-05-27,sell,14.06,-19724,364894.0,276028.91015999997,1663.9166400000001,-87574.55999999998
0,fast_period50_slow_period200,2015-03-20,buy,15.82,17326,274097.32,277503.00623999996,1644.58392,0.0
0,fast_period50_slow_period200,2015-06-23,sell,14.34,-17326,274097.32,247251.11719999995,1490.72904,-25642.480000000007
0,fast_period50_slow_period200,2016-01-14,buy,14.0,17537,245518.0,246479.48919999992,1473.1080000000002,0.0
0,fast_period50_slow_period200,2016-11-11,sell,14.6,-17537,245518.0,254763.96799999994,1536.2412000000002,10522.199999999993
0,fast_period50_slow_period200,2017-04-18,buy,15.02,16843,252981.86,259646.41683999996,1517.8911600000001,0.0
0,fast_period50_slow_period200,2018-07-20,sell,17.0,-16843,252981.86,284877.23084,1717.986,33349.14000000001
0,fast_period50_slow_period200,2019-05-06,buy,16.5,17145,282892.5,285237.27584,1697.355,0.0
0,fast_period50_slow_period200,2019-07-24,sell,15.2,-17145,282892.5,259327.75183999995,1563.624,-22288.50000000001
0,fast_period50_slow_period200,2020-10-19,buy,10.4,24761,257514.40000000002,267687.06544,1545.0864000000001,0.0
0,fast_period50_slow_period200,2021-07-26,sell,10.4,-24761,257514.40000000002,256237.57903999995,1545.0864000000001,0.0
0,fast_period50_slow_period200,2022-12-27,buy,9.0,28272,254448.0,257538.09103999994,1526.688,0.0
0,fast_period50_slow_period200,2023-08-02,sell,9.569999999999999,-28272,254448.0,269202.5528,1623.37824,16115.040000000008
0,fast_period50_slow_period200,2024-03-01,buy,9.5,28139,267320.5,273226.4298,1603.923,0.0
