dt,type,price,size,order_value,portfolio_value,commission,pnl
2004-04-21,buy,2.8,35678,99898.4,98216.1,0.0,0.0
2004-04-22,buy,2.75,36,99.0,101787.50000000001,0.0,0.0
2004-04-26,sell,3.05,-35714,99997.4,108930.3,0.0,8930.300000000005
2004-04-27,buy,2.9,37524,108819.59999999999,110806.50000000001,0.0,0.0
2004-04-30,buy,3.1,35,108.5,114557.15000000001,0.0,0.0
2004-06-21,sell,3.45,-37559,108928.09999999998,129580.75000000001,0.0,20650.450000000023
2004-06-22,buy,3.35,38642,129450.7,131512.85,0.0,0.0
2004-06-25,buy,3.35,38,127.3,133448.75000000003,0.0,0.0
2005-01-24,sell,3.9,-38680,129578.0,150854.75000000003,0.0,21273.999999999993
2005-01-26,buy,3.8,39658,150700.4,150854.75000000003,0.0,0.0
2005-02-01,buy,3.8,40,152.0,150854.75000000003,0.0,0.0
2005-02-15,sell,4.25,-39698,150852.4,168718.85000000003,0.0,17864.100000000006
2005-02-16,buy,4.15,40614,168548.1,180903.05000000005,0.0,0.0
2005-02-17,sell,4.45,-40614,168548.1,180903.05000000002,0.0,12184.199999999993
2005-02-21,buy,4.65,38865,180722.25,173130.05000000002,0.0,0.0
2005-02-22,buy,4.45,40,178.0,169239.55000000002,0.0,0.0
2005-03-02,sell,4.8,-38905,180900.25,186746.80000000002,0.0,5843.749999999986
2005-03-03,buy,4.7,39693,186557.1,186746.80000000002,0.0,0.0
2005-03-07,sell,4.9,-39693,186557.1,194685.40000000002,0.0,7938.600000000007
2005-03-08,buy,4.9,39692,194490.80000000002,198654.6,0.0,0.0
2005-03-18,buy,5.1,38,193.79999999999998,198650.80000000002,0.0,0.0
2005-04-05,sell,4.75,-39730,194684.6,188718.30000000002,0.0,-5967.100000000007
2005-04-06,buy,4.7,40112,188526.4,188718.30000000002,0.0,0.0
2005-04-12,buy,4.7,40,188.0,188718.30000000002,0.0,0.0
2005-06-03,sell,5.2,-40152,188714.4,208794.30000000002,0.0,20076.0
2005-06-08,buy,5.1,40899,208584.9,204704.40000000002,0.0,0.0
2005-06-09,buy,5.0,41,205.0,198563.40000000002,0.0,0.0
2005-06-20,sell,5.1,-40940,208789.9,208798.4,0.0,4.099999999985222
2005-06-22,buy,4.9,42569,208588.1,208798.4,0.0,0.0
2005-06-23,buy,4.9,42,205.8,206667.84999999998,0.0,0.0
2005-09-22,sell,5.2,-42611,208793.89999999997,221581.69999999998,0.0,12783.30000000003
2005-09-23,buy,5.2,42569,221358.80000000002,217324.79999999996,0.0,0.0
